birth,death,H_k
8.0,inf,0.0
6.0,inf,0.0
12.0,inf,0.0
14.0,inf,0.0
14.0,inf,0.0
5.0,inf,0.0
6.0,16.0,0.0
7.0,15.0,0.0
8.0,12.0,0.0
14.0,17.0,0.0
8.0,10.0,0.0
8.0,10.0,0.0
11.0,12.0,0.0
12.0,13.0,0.0
12.0,inf,1.0
14.0,inf,1.0
