133.4
169.66
137.56
163.7
174.44
123.69
144.73
178.89
174.38
161.77
131.19
140.86
128.42
135.33
166.28
160.08
161.57
0.62276
133.03
150.26
142.31
144.93
152.59
2.2906
99.462
