,H,name,step,acf,quadrants,acf_diff,spline,spline_gradient,smooth
0,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,0.0,1.0,[2],,0.9999999999999998,0.023255813953488462,10.45472369909914
1,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,1.0,1.0232558139534884,[2],0.023255813953488413,1.0232558139534882,0.023255813953488448,10.45472369909914
2,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,2.0,1.0465116279069768,[2],0.023255813953488413,1.0465116279069768,0.02325581395348844,10.45472369909914
3,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,3.0,1.069767441860465,[2],0.02325581395348819,1.0697674418604648,0.023255813953488424,10.45472369909914
4,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,4.0,1.0930232558139534,[2],0.023255813953488413,1.0930232558139534,0.023255813953488413,10.45472369909914
5,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,5.0,1.1162790697674418,[2],0.023255813953488413,1.1162790697674418,0.023255813953488406,10.45472369909914
6,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,6.0,1.1395348837209303,[2],0.023255813953488413,1.1395348837209303,0.023255813953488393,10.45472369909914
7,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,7.0,1.1627906976744187,[2],0.023255813953488413,1.1627906976744187,0.023255813953488386,10.45472369909914
8,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,8.0,1.1860465116279069,[2],0.02325581395348819,1.186046511627907,0.02325581395348838,10.45472369909914
9,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,9.0,1.2093023255813953,[2],0.023255813953488413,1.2093023255813953,0.02325581395348837,10.45472369909914
10,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,10.0,1.2325581395348837,[2],0.023255813953488413,1.232558139534884,0.023255813953488365,10.45472369909914
11,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,11.0,1.255813953488372,[2],0.023255813953488413,1.2558139534883719,0.023255813953488354,10.45472369909914
12,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,12.0,1.2790697674418605,[2],0.023255813953488413,1.2790697674418605,0.02325581395348835,10.45472369909914
13,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,13.0,1.302325581395349,[2],0.023255813953488413,1.3023255813953487,0.023255813953488344,10.45472369909914
14,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,14.0,1.3255813953488373,[2],0.023255813953488413,1.3255813953488371,0.023255813953488337,10.45472369909914
15,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,15.0,1.3488372093023255,[2],0.02325581395348819,1.3488372093023253,0.023255813953488337,10.45472369909914
16,1.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,16.0,1.372093023255814,[2],0.023255813953488413,1.372093023255814,0.023255813953488334,10.45472369909914
