,H,name,step,acf,quadrants,acf_diff,spline,spline_gradient,smooth
0,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,187.0,1.0,[3],,2.1865886144492297,0.0280963361147939,50.28952211790545
1,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,188.0,1.5,[3],0.5,2.2147330145062774,0.02819226168795762,50.28952211790545
2,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,189.0,2.0,[3],0.5,2.242972733202457,0.028286973393057347,50.28952211790545
3,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,190.0,2.083333333333332,[3],0.08333333333333215,2.2713065566697037,0.028380471230093077,50.28952211790545
4,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,191.0,2.166666666666666,[3],0.08333333333333393,2.299733271039955,0.028472755199064812,50.28952211790545
5,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,192.0,2.25,[3],0.08333333333333393,2.3282516624451457,0.02856382529997254,50.28952211790545
6,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,193.0,2.333333333333332,[3],0.08333333333333215,2.3568605170172123,0.028653681532816274,50.28952211790545
7,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,194.0,2.4166666666666643,[3],0.08333333333333215,2.38555862088809,0.02874232389759601,50.28952211790545
8,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,195.0,2.5,[3],0.0833333333333357,2.4143447601897154,0.028829752394311747,50.28952211790545
9,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,196.0,2.583333333333332,[3],0.08333333333333215,2.443217721054026,0.028915967022963486,50.28952211790545
10,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,197.0,2.6666666666666643,[3],0.08333333333333215,2.472176289612955,0.029000967783551223,50.28952211790545
11,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,198.0,2.75,[3],0.0833333333333357,2.50121925199844,0.029084754676074968,50.28952211790545
12,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,199.0,2.833333333333332,[3],0.08333333333333215,2.5303453943424166,0.029167327700534706,50.28952211790545
13,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,200.0,2.9166666666666643,[3],0.08333333333333215,2.5595535027768213,0.02924868685693045,50.28952211790545
14,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,201.0,3.0,[3],0.0833333333333357,2.58884236343359,0.0293288321452622,50.28952211790545
15,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,202.0,3.014925373134328,[3],0.01492537313432818,2.618210762444658,0.029407763565529946,50.28952211790545
16,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,203.0,3.029850746268657,[3],0.014925373134328623,2.6476574859419615,0.029485481117733695,50.28952211790545
17,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,204.0,3.044776119402985,[3],0.01492537313432818,2.677181320057437,0.029561984801873442,50.28952211790545
18,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,205.0,3.059701492537313,[3],0.01492537313432818,2.7067810509230203,0.029637274617949197,50.28952211790545
19,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,206.0,3.074626865671642,[3],0.014925373134328623,2.7364554646706476,0.029711350565960956,50.28952211790545
20,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,207.0,3.08955223880597,[3],0.01492537313432818,2.7662033474322545,0.029784212645908713,50.28952211790545
21,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,208.0,3.1044776119402986,[3],0.014925373134328623,2.7960234853397767,0.029855860857792467,50.28952211790545
22,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,209.0,3.1194029850746268,[3],0.01492537313432818,2.825914664525152,0.029926295201612232,50.28952211790545
23,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,210.0,3.134328358208955,[3],0.01492537313432818,2.8558756711203137,0.029995515677367985,50.28952211790545
24,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,211.0,3.1492537313432836,[3],0.014925373134328623,2.8859052912571994,0.03006352228505975,50.28952211790545
25,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,212.0,3.1641791044776117,[3],0.01492537313432818,2.916002311067745,0.030130315024687517,50.28952211790545
26,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,213.0,3.1791044776119404,[3],0.014925373134328623,2.9461655166838865,0.03019589389625128,50.28952211790545
27,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,214.0,3.1940298507462686,[3],0.01492537313432818,2.97639369423756,0.03026025889975105,50.28952211790545
28,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,215.0,3.208955223880597,[3],0.014925373134328623,3.006685629860701,0.030323410035186814,50.28952211790545
29,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,216.0,3.2238805970149254,[3],0.01492537313432818,3.037040109685245,0.030385347302558582,50.28952211790545
30,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,217.0,3.2388059701492535,[3],0.01492537313432818,3.06745591984313,0.030446070701866355,50.28952211790545
31,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,218.0,3.253731343283582,[3],0.014925373134328623,3.0979318464662895,0.03050558023311013,50.28952211790545
32,0.0,ph_lines_angles_500_10_20_0p16667pi.npy.csv,219.0,3.2686567164179103,[3],0.01492537313432818,3.128466675686662,0.030563875896289908,50.28952211790545
